,hp,hg,vp,score,score1,mist,score2
5717,Q9UH62,ARMCX3,NSP12,0.08781611174345016,0,0,0
5718,Q9UPQ9,TNRC6B,NSP12,0.45722299814224243,0,0,0
5719,Q9Y262,EIF3L,NSP12,0.6025382280349731,0,0,0
5720,P13674,P4HA1,NSP12,0.349220871925354,0,0,0
5721,P14735,IDE,NSP12,0.12729541957378387,0,0,0
5722,P49257,LMAN1,NSP12,0.4727957546710968,0,0,0
5723,P62072,TIMM10,NSP12,0.24754664301872253,0,0,0
5724,P62699,YPEL5,NSP12,0.2542426288127899,0,0,0
5725,Q13586,STIM1,NSP12,0.4988793730735779,0,0,0
5726,Q2TAA5,ALG11,NSP12,0.25009214878082275,0,0,0
5727,Q6VN20,RANBP10,NSP12,0.3689612150192261,0,0,0
5728,Q7L5Y9,MAEA,NSP12,0.20312458276748657,0,0,0
5729,Q8NBJ7,SUMF2,NSP12,0.23244433104991913,0,0,0
5730,Q8NFQ8,TOR1AIP2,NSP12,0.3853626251220703,0,0,0
5731,Q9H496,TOR1AIP2,NSP12,0.08482623845338821,0,0,0
5732,Q92643,PIGK,NSP12,0.15835079550743103,0,0,0
5733,Q969N2,PIGT,NSP12,0.11648111045360565,0,0,0
5734,Q96S59,RANBP9,NSP12,0.6658555269241333,0,0,0
5735,Q96P70,IPO9,NSP12,0.30927667021751404,0,0,0
5736,Q9BSF4,TIMM29,NSP12,0.2050786167383194,0,0,0
5737,Q9H7D7,WDR26,NSP12,0.35654178261756897,0,0,0
5738,Q9H871,RMND5A,NSP12,0.19495971500873566,0,0,0
5739,Q9NVH1,DNAJC11,NSP12,0.3667340874671936,0,0,0
5740,Q9NWU2,GID8,NSP12,0.2306007593870163,0,0,0
5741,Q9Y5J6,TIMM10B,NSP12,0.055298347026109695,0,0,0
5742,Q9Y5J7,TIMM9,NSP12,0.22034858167171478,0,0,0
5743,O75964,ATP5MG,NSP12,0.43768227100372314,0,0,0
5744,P25685,DNAJB1,NSP12,0.5743882060050964,0,0,0
5745,Q15904,ATP6AP1,NSP12,0.5574512481689453,0,0,0
5746,Q99720,SIGMAR1,NSP12,0.1183026060461998,0,0,0
5747,Q9UDY4,DNAJB4,NSP12,0.6331889033317566,0,0,0
5748,A8MTT3,CEBPZOS,NSP12,0.23635639250278473,0,0,0
5749,O00116,AGPS,NSP12,0.38608551025390625,0,0,0
5750,O43169,CYB5B,NSP12,0.20599651336669922,0,0,0
5751,O94766,B3GAT3,NSP12,0.4755067229270935,0,0,0
5752,O95159,ZFPL1,NSP12,0.21313510835170746,0,0,0
5753,O95573,ACSL3,NSP12,0.5026698112487793,0,0,0
5754,P11233,RALA,NSP12,0.14389781653881073,0,0,0
5755,P21964,COMT,NSP12,0.4020152688026428,0,0,0
5756,P51148,RAB5C,NSP12,0.2992541790008545,0,0,0
5757,P51149,RAB7A,NSP12,0.5266746878623962,0,0,0
5758,P61006,RAB8A,NSP12,0.09995507448911667,0,0,0
5759,P61019,RAB2A,NSP12,0.04594612866640091,0,0,0
5760,P61026,RAB10,NSP12,0.4865370988845825,0,0,0
5761,P61106,RAB14,NSP12,0.09236475825309753,0,0,0
5762,P61586,RHOA,NSP12,0.4524358808994293,0,0,0
5763,P62820,RAB1A,NSP12,0.2808896005153656,0,0,0
5764,P62873,GNB1,NSP12,0.3323248028755188,0,0,0
5765,P63218,GNG5,NSP12,0.17998389899730682,0,0,0
5766,Q12907,LMAN2,NSP12,0.18148934841156006,0,0,0
5767,Q13724,MOGS,NSP12,0.5855082869529724,0,0,0
5768,Q53H12,AGK,NSP12,0.42338550090789795,0,0,0
5769,Q5JTV8,TOR1AIP1,NSP12,0.6039900779724121,0,0,0
5770,Q6P1M0,SLC27A4,NSP12,0.4832442104816437,0,0,0
5771,Q6P1Q0,LETMD1,NSP12,0.13860489428043365,0,0,0
5772,Q6ZRP7,QSOX2,NSP12,0.12547440826892853,0,0,0
5773,Q7LGA3,HS2ST1,NSP12,0.5088532567024231,0,0,0
5774,Q8IUR0,TRAPPC5,NSP12,0.521398663520813,0,0,0
5775,Q8N183,NDUFAF2,NSP12,0.0906999334692955,0,0,0
5776,Q8N2K0,ABHD12,NSP12,0.580897867679596,0,0,0
5777,Q8N9F7,GDPD1,NSP12,0.41781628131866455,0,0,0
5778,Q8NBX0,SCCPDH,NSP12,0.5119693875312805,0,0,0
5779,Q8WUY8,NAT14,NSP12,0.04179966449737549,0,0,0
5780,Q96DA6,DNAJC19,NSP12,0.0921526849269867,0,0,0
5781,Q96ER9,CCDC51,NSP12,0.2639533281326294,0,0,0
5782,Q96KC8,DNAJC1,NSP12,0.4309720993041992,0,0,0
5783,Q9BQE4,SELENOS,NSP12,0.3391299247741699,0,0,0
5784,Q9H7Z7,PTGES2,NSP12,0.19112925231456757,0,0,0
5785,Q9NP72,RAB18,NSP12,0.3367699086666107,0,0,0
5786,Q9NX40,OCIAD1,NSP12,0.39181965589523315,0,0,0
5787,Q9NYP7,ELOVL5,NSP12,0.13026541471481323,0,0,0
5788,Q9Y3D7,PAM16,NSP12,0.41533470153808594,0,0,0
5789,O00566,MPHOSPH10,NSP12,0.44727185368537903,0,0,0
5790,O15381,NVL,NSP12,0.7031991481781006,0,0,0
5791,O60287,URB1,NSP12,0.3435004949569702,0,0,0
5792,O76094,SRP72,NSP12,0.48357608914375305,0,0,0
5793,O95260,ATE1,NSP12,0.44914475083351135,0,0,0
5794,O95373,IPO7,NSP12,0.14683154225349426,0,0,0
5795,O95707,POP4,NSP12,0.32596880197525024,0,0,0
5796,P0DMW2,NLRP2B,NSP12,0.14146041870117188,0,0,0
5797,O96028,NSD2,NSP12,0.5006438493728638,0,0,0
5798,P09132,SRP19,NSP12,0.1503872126340866,0,0,0
5799,P10644,PRKAR1A,NSP12,0.39684656262397766,0,0,0
5800,P42285,MTREX,NSP12,0.407975435256958,0,0,0
5801,P61011,SRP54,NSP12,0.28396257758140564,0,0,0
5802,Q03701,CEBPZ,NSP12,0.3861039876937866,0,0,0
5803,Q12788,TBL3,NSP12,0.23044587671756744,0,0,0
5804,Q13206,DDX10,NSP12,0.35116761922836304,0,0,0
5805,Q14146,URB2,NSP12,0.10838385671377182,0,0,0
5806,Q14692,BMS1,NSP12,0.3243499994277954,0,0,0
5807,Q15269,PWP2,NSP12,0.12480095773935318,0,0,0
5808,Q15397,PUM3,NSP12,0.7333351373672485,0,0,0
5809,Q16531,DDB1,NSP12,0.11198140680789948,0,0,0
5810,Q4G0J3,LARP7,NSP12,0.6886465549468994,0,0,0
5811,Q76FK4,NOL8,NSP12,0.42481961846351624,0,0,0
5812,Q7L2J0,MEPCE,NSP12,0.546892523765564,0,0,0
5813,Q7Z4Q2,HEATR3,NSP12,0.2083892673254013,0,0,0
5814,Q8IX01,SUGP2,NSP12,0.23022092878818512,0,0,0
5815,Q8IY37,DHX37,NSP12,0.3478538393974304,0,0,0
5816,Q8N5D0,WDTC1,NSP12,0.12931151688098907,0,0,0
5817,Q8N983,MRPL43,NSP12,0.31741437315940857,0,0,0
5818,Q8NEJ9,NGDN,NSP12,0.24517568945884705,0,0,0
5819,Q8NI36,WDR36,NSP12,0.2763366401195526,0,0,0
5820,Q8TC07,TBC1D15,NSP12,0.42094647884368896,0,0,0
5821,Q96FK6,WDR89,NSP12,0.07239894568920135,0,0,0
5822,Q96I59,NARS2,NSP12,0.4198494553565979,0,0,0
5823,Q99547,MPHOSPH6,NSP12,0.3498213589191437,0,0,0
5824,Q9BSC4,NOL10,NSP12,0.4845219552516937,0,0,0
5825,Q9GZL7,WDR12,NSP12,0.12279345095157623,0,0,0
5826,Q9H6F5,CCDC86,NSP12,0.7090001702308655,0,0,0
5827,Q9H6R4,NOL6,NSP12,0.2740871012210846,0,0,0
5828,Q9HD40,SEPSECS,NSP12,0.3953428566455841,0,0,0
5829,Q9NQT4,EXOSC5,NSP12,0.24092766642570496,0,0,0
5830,Q9NQT5,EXOSC3,NSP12,0.18571652472019196,0,0,0
5831,Q9NTK5,OLA1,NSP12,0.42263123393058777,0,0,0
5832,Q9NY61,AATF,NSP12,0.46086594462394714,0,0,0
5833,Q9UGI8,TES,NSP12,0.13203564286231995,0,0,0
5834,Q9UHG3,PCYOX1,NSP12,0.154417484998703,0,0,0
5835,Q9UL40,ZNF346,NSP12,0.5220862627029419,0,0,0
5836,Q9ULT8,HECTD1,NSP12,0.18312814831733704,0,0,0
5837,Q9Y399,MRPS2,NSP12,0.1287897527217865,0,0,0
5838,Q9Y3A4,RRP7A,NSP12,0.17520558834075928,0,0,0
5839,O00142,TK2,NSP12,0.11326949298381805,0,0,0
5840,O00233,PSMD9,NSP12,0.35824984312057495,0,0,0
5841,P13984,GTF2F2,NSP12,0.3121631443500519,0,0,0
5842,P21281,ATP6V1B2,NSP12,0.3450890779495239,0,0,0
5843,P35555,FBN1,NSP12,0.2557966411113739,0,0,0
5844,P35556,FBN2,NSP12,0.04308870807290077,0,0,0
5845,P35658,NUP214,NSP12,0.15380170941352844,0,0,0
5846,P37198,NUP62,NSP12,0.4037259519100189,0,0,0
5847,P41250,GARS1,NSP12,0.5400870442390442,0,0,0
5848,P49419,ALDH7A1,NSP12,0.07867281138896942,0,0,0
5849,P61962,DCAF7,NSP12,0.4290654957294464,0.0,0.019040493999999998,0
5850,Q14232,EIF2B1,NSP12,0.3198256492614746,0,0,0
5851,Q15056,EIF4H,NSP12,0.35708487033843994,0,0,0
5852,Q5SW79,CEP170,NSP12,0.26047536730766296,0,0,0
5853,Q6SZW1,SARM1,NSP12,0.321478009223938,0,0,0
5854,Q7Z3B4,NUP54,NSP12,0.4443744122982025,0,0,0
5855,Q86YT6,MIB1,NSP12,0.318959504365921,0,0,0
5856,Q8IWP9,CCDC28A,NSP12,0.2764098644256592,0.0,0.20949328899999997,0
5857,Q8N1G2,CMTR1,NSP12,0.14423416554927826,0,0,0
5858,Q8TD19,NEK9,NSP12,0.16799327731132507,0,0,0
5859,Q96F45,ZNF503,NSP12,0.2598746418952942,0.86,0.347126901,0
5860,Q96PM5,RCHY1,NSP12,0.09074845910072327,0,0,0
5861,Q99567,NUP88,NSP12,0.539693295955658,0,0,0
5862,Q9BU61,NDUFAF3,NSP12,0.062177874147892,0,0,0
5863,Q9BVL2,NUP58,NSP12,0.083767369389534,0,0,0
5864,Q9NZL9,MAT2B,NSP12,0.19607384502887726,0,0,0
5865,Q9UBX5,FBLN5,NSP12,0.5229390859603882,0,0,0
5866,P62310,LSM3,NSP13,0.06940563023090363,0,0,0
5867,P01275,GCG,NSP13,0.001476797740906477,0,0,0
5868,P82663,MRPS25,NSP13,0.02480027638375759,0,0,0
5869,Q8WVV9,HNRNPLL,NSP13,0.028327714651823044,0.0,0.19982953399999998,0
5870,Q15459,SF3A1,NSP13,0.05837741866707802,0,0,0
5871,Q9Y467,SALL2,NSP13,0.004891917109489441,0,0,0
5872,Q8N6G5,CSGALNACT2,NSP13,0.019903024658560753,0,0,0
5873,Q7Z7F0,KHDC4,NSP13,0.017787953838706017,0,0,0
5874,Q8TAX7,MUC7,NSP13,0.00032510183518752456,0,0,0
5875,P49810,PSEN2,NSP13,0.00011857430945383385,0,0,0
5876,Q5JSZ5,PRRC2B,NSP13,0.635328471660614,0,0,0
5877,Q9NTN9,SEMA4G,NSP13,0.004447032231837511,0,0,0
5878,Q7L3V2,RTL10,NSP13,0.016849156469106674,0,0,0
5879,Q9UM19,HPCAL4,NSP13,0.0011613889364525676,0,0,0
5880,O15195,VILL,NSP13,0.00766210351139307,0,0,1
5881,P48230,TM4SF4,NSP13,0.0009514009580016136,0,0,0
5882,O00399,DCTN6,NSP13,0.0005315517191775143,0,0,0
5883,Q9HAD4,WDR41,NSP13,0.009590239264070988,0,0,0
5884,P58753,TIRAP,NSP13,0.5777758359909058,0,0,0
5885,Q9NQX5,NPDC1,NSP13,0.0005237337900325656,0,0,0
5886,Q9P021,CRIPT,NSP13,0.19728323817253113,0.21,0.310092968,0
5887,Q8TBE7,SLC35G2,NSP13,0.004321213345974684,0,0,0
5888,Q96QF0,RAB3IP,NSP13,0.020311927422881126,0,0,0
5889,Q96EK2,PHF21B,NSP13,6.027300332789309e-05,0,0,0
5890,Q5T7W7,TSTD2,NSP13,0.00020282830519136041,0,0,0
5891,Q9BT67,NDFIP1,NSP13,0.01682928577065468,0,0,0
5892,Q69YN2,CWF19L1,NSP13,0.0005811642040498555,0.0,0.205707955,0
5893,P49711,CTCF,NSP13,0.17833399772644043,0,0,0
5894,Q8WVY7,UBLCP1,NSP13,0.00020136516832280904,0,0,0
5895,O14625,CXCL11,NSP13,0.00038028383278287947,0,0,0
5896,O94989,ARHGEF15,NSP13,0.008547558449208736,0,0,0
5897,O00506,STK25,NSP13,0.018049683421850204,0,0,0
5898,Q6PL18,ATAD2,NSP13,0.11532492935657501,0,0,0
5899,Q5JXC2,MIIP,NSP13,0.0007260971469804645,0,0,0
5900,Q9H2H8,PPIL3,NSP13,0.004205706994980574,0,0,1
5901,Q9UHJ9,PGAP2,NSP13,0.0014261994510889053,0,0,0
5902,O76090,BEST1,NSP13,2.1862460926058702e-05,0,0,0
5903,Q96RQ3,MCCC1,NSP13,0.08321600407361984,0.0,0.31779533,0
5904,Q15043,SLC39A14,NSP13,0.010306213051080704,0,0,0
5905,Q9BRX5,GINS3,NSP13,0.20824606716632843,0,0,0
5906,Q6UX01,LMBR1L,NSP13,0.0003107766679022461,0,0,0
5907,Q96IJ6,GMPPA,NSP13,0.17802764475345612,0,0,0
5908,Q9NZJ9,NUDT4,NSP13,0.008659355342388153,0,0,0
5909,P60604,UBE2G2,NSP13,0.09946659207344055,0,0,0
5910,Q9NVT9,ARMC1,NSP13,0.00032406829996034503,0,0,0
5911,Q8WZ60,KLHL6,NSP13,0.0033054763916879892,0,0,0
5912,Q9H1M0,NUP62CL,NSP13,0.01740003190934658,0,0,0
5913,Q969T3,SNX21,NSP13,0.12543261051177979,0,0,0
5914,O14771,ZNF213,NSP13,0.0006461810553446412,0,0,0
5915,Q9NUQ8,ABCF3,NSP13,0.0050357794389128685,0,0,0
5916,Q16643,DBN1,NSP13,0.00886472500860691,0.33,0.007824231999999999,0
5917,Q8N6S5,ARL6IP6,NSP13,0.0036794457118958235,0,0,0
5918,Q8IZD6,SLC22A15,NSP13,0.000418398849433288,0,0,0
5919,Q96MF2,STAC3,NSP13,0.05050630867481232,0,0,0
5920,Q9BTE3,MCMBP,NSP13,0.00822516344487667,0.0,0.002344425,0
5921,P52952,NKX2-5,NSP13,0.006284667644649744,0,0,0
5922,P51570,GALK1,NSP13,0.1766723245382309,0,0,0
5923,P27338,MAOB,NSP13,0.0002622320898808539,0,0,0
5924,P49327,FASN,NSP13,0.000438039714936167,0.65,0.15155838,0
5925,P25445,FAS,NSP13,0.01741686835885048,0,0,0
5926,P51884,LUM,NSP13,0.0015623010694980621,0,0,0
5927,P59665,DEFA1; DEFA1B,NSP13,0.35990795493125916,0,0,0
5928,Q9BY32,ITPA,NSP13,0.03248603269457817,0,0,0
5929,P49441,INPP1,NSP13,0.03512256219983101,0,0,0
5930,P29508,SERPINB3,NSP13,0.5457966923713684,0,0,0
5931,Q15233,NONO,NSP13,0.6017146110534668,0.0,0.307261597,0
5932,Q13572,ITPK1,NSP13,0.07182711362838745,0.0,0.003141545,0
5933,P27824,CANX,NSP13,0.6956343054771423,0,0,0
5934,P51948,MNAT1,NSP13,0.2643466889858246,0,0,0
5935,P49450,CENPA,NSP13,0.0008196145645342767,0,0,0
5936,P28068,HLA-DMB,NSP13,0.02794516086578369,0,0,0
5937,P30531,SLC6A1,NSP13,0.02270648442208767,0,0,0
5938,O96005,CLPTM1,NSP13,0.21411797404289246,0,0,0
5939,O00712,NFIB,NSP13,0.0038428963162004948,0,0,1
5940,P40425,PBX2,NSP13,0.004269057419151068,0,0,0
5941,P20337,RAB3B,NSP13,0.00037700554821640253,0,0,0
5942,P22003,BMP5,NSP13,0.003994282800704241,0,0,0
5943,P62495,ETF1,NSP13,0.005934780929237604,0,0,1
5944,P50402,EMD,NSP13,0.08982092887163162,0.31,0.134018085,0
5945,P12236,SLC25A6,NSP13,0.08339252322912216,0.05,0.311055732,1
5946,Q14330,GPR18,NSP13,0.0009201614884659648,0,0,0
5947,O76083,PDE9A,NSP13,0.07585486769676208,0,0,1
5948,P16403,H1-2,NSP13,0.05572378635406494,0.0,0.195332077,0
5949,P00918,CA2,NSP13,0.0028339712880551815,0,0,0
5950,P14317,HCLS1,NSP13,0.0029108950402587652,0,0,1
5951,P13725,OSM,NSP13,0.005627601407468319,0,0,0
5952,P18754,RCC1,NSP13,0.04614289104938507,0.0,0.31337375,0
5953,P07359,GP1BA,NSP13,0.0009141916525550187,0,0,0
5954,P48509,CD151,NSP13,0.0002547247859183699,0,0,0
5955,P60033,CD81,NSP13,0.5181513428688049,0,0,0
5956,O43915,VEGFD,NSP13,0.02609025128185749,0,0,0
5957,P13473,LAMP2,NSP13,0.0002821803791448474,0,0,0
5958,Q8WTV0,SCARB1,NSP13,0.35538560152053833,0,0,0
5959,P43304,GPD2,NSP13,0.153408482670784,0,0,0
5960,P16234,PDGFRA,NSP13,0.04119306802749634,0,0,0
5961,Q16401,PSMD5,NSP13,0.0023272885009646416,0,0,1
5962,Q16478,GRIK5,NSP13,0.03285997360944748,0,0,0
5963,Q13002,GRIK2,NSP13,1.6206535292440094e-05,0,0,0
5964,P20382,PMCH,NSP13,0.001050386345013976,0,0,0
5965,P47804,RGR,NSP13,0.00012592884013429284,0,0,1
5966,Q8IZJ4,RGL4,NSP13,0.012765856459736824,0,0,0
5967,P33993,MCM7,NSP13,0.11838142573833466,0,0,0
5968,P49736,MCM2,NSP13,0.15593905746936798,0,0,0
5969,P28906,CD34,NSP13,0.00028972188010811806,0,0,0
5970,Q04771,ACVR1,NSP13,0.0012213005684316158,0,0,0
5971,Q9H2H9,SLC38A1,NSP13,0.0178717989474535,0,0,0
5972,Q6N069,NAA16,NSP13,0.00820096954703331,0,0,0
5973,P11245,NAT2,NSP13,0.003438742831349373,0,0,0
5974,P48047,ATP5PO,NSP13,0.06057760864496231,0.0,0.0010993589999999998,0
5975,Q13895,BYSL,NSP13,0.050759442150592804,0.0,0.006916333,0
5976,P98179,RBM3,NSP13,0.013365286402404308,0,0,0
5977,P28702,RXRB,NSP13,0.0032125788275152445,0,0,0
5978,P35070,BTC,NSP13,0.000921370810829103,0,0,0
5979,Q00604,NDP,NSP13,0.0030328354332596064,0,0,0
5980,P11177,PDHB,NSP13,0.01162866409868002,0,0,0
5981,Q00688,FKBP3,NSP13,0.007012396585196257,0.33,0.273813409,0
5982,Q13875,MOBP,NSP13,5.149644857738167e-05,0,0,0
5983,Q92988,DLX4,NSP13,0.0008644183399155736,0,0,0
5984,Q9BYF1,ACE2,NSP13,0.0035245318431407213,0,0,0
5985,O00303,EIF3F,NSP13,0.6692520976066589,0,0,0
5986,O00560,SDCBP,NSP13,0.44270116090774536,0,0,0
5987,P68104,EEF1A1,NSP13,0.6554688811302185,0,0,0
5988,P63279,UBE2I,NSP13,0.49429887533187866,0,0,0
5989,O75348,ATP6V1G1,NSP13,0.05789705365896225,0,0,0
5990,Q03135,CAV1,NSP13,0.0024985014460980892,0,0,0
5991,O43765,SGTA,NSP13,0.09846607595682144,0,0,0
5992,Q07817,BCL2L1,NSP13,0.314567893743515,0,0,0
5993,Q8N3R9,PALS1,NSP13,0.0011328576365485787,0,0,0
5994,P09651,HNRNPA1,NSP13,0.5006702542304993,0.0,0.305097856,0
5995,P62937,PPIA,NSP13,0.12144102901220322,0.0,0.310015741,0
5996,O75569,PRKRA,NSP13,0.2894784212112427,0,0,0
5997,P05161,ISG15,NSP13,0.14985491335391998,0,0,0
5998,P15311,EZR,NSP13,0.12980644404888153,0.67,0.524094539,0
5999,P49840,GSK3A,NSP13,0.0006588295800611377,0,0,0
6000,P49841,GSK3B,NSP13,0.0010622733971104026,0.0,0.002118644,0
6001,P62942,FKBP1A,NSP13,0.005911693442612886,0.0,0.309304368,0
6002,Q9Y4W2,LAS1L,NSP13,0.6785696148872375,0,0,0
6003,Q13427,PPIG,NSP13,0.07730776071548462,0,0,0
6004,O43447,PPIH,NSP13,0.0015349932946264744,0,0,0
6005,Q9UKA8,RCAN3,NSP13,0.06873632967472076,0,0,0
6006,Q9Y2D1,ATF5,NSP13,0.00046638838830403984,0,0,0
6007,P78410,BTN3A2,NSP13,0.00629141042008996,0,0,0
6008,O00478,BTN3A3,NSP13,0.0004916557809337974,0,0,0
6009,P20290,BTF3,NSP13,0.002331723691895604,0.5,0.20378099600000002,0
6010,Q9UQN3,CHMP2B,NSP13,0.0021131690591573715,0.33,0.030235724,0
6011,O95299,NDUFA10,NSP13,0.044507548213005066,0,0,0
6012,Q99471,PFDN5,NSP13,0.07205935567617416,0.0,0.014364013,0
6013,Q5SQN1,SNAP47,NSP13,0.004688030108809471,0,0,0
6014,Q15661,TPSAB1,NSP13,0.005512757692486048,0,0,0
6015,O96017,CHEK2,NSP13,0.6267639994621277,0,0,0
6016,Q8N488,RYBP,NSP13,0.0002971312787849456,0,0,0
6017,P05155,SERPING1,NSP13,0.03680320084095001,0,0,0
6018,Q9H000,MKRN2,NSP13,0.06531332433223724,0,0,0
6019,Q13064,MKRN3,NSP13,0.17346997559070587,0,0,0
6020,O95865,DDAH2,NSP13,0.009398035705089569,0,0,0
6021,A9UHW6,MIF4GD,NSP13,0.004781398922204971,0,0,0
6022,P69849,NOMO3,NSP13,0.24576164782047272,0,0,0
6023,P54274,TERF1,NSP13,0.06067652255296707,0,0,0
6024,Q13561,DCTN2,NSP13,0.4418872892856598,0,0,0
6025,O14964,HGS,NSP13,0.28802376985549927,0,0,0
6026,Q9BQB6,VKORC1,NSP13,0.20346732437610626,0,0,0
6027,P49069,CAMLG,NSP13,0.4620110094547272,0,0,0
6028,P46379,BAG6,NSP13,0.004400825593620539,0,0,0
6029,P27448,MARK3,NSP13,0.00938289612531662,0,0,0
6030,P25787,PSMA2,NSP13,0.020385930314660072,0,0,0
6031,P60866,RPS20,NSP13,0.07120652496814728,0.0,0.304921734,0
6032,Q9UL52,TMPRSS11E,NSP13,0.0065042912028729916,0,0,0
6033,O15393,TMPRSS2,NSP13,0.012024560011923313,0,0,0
6034,O95429,BAG4,NSP13,0.10527779161930084,0,0,0
6035,Q96BA8,CREB3L1,NSP13,0.002818590495735407,0,0,0
6036,O75360,PROP1,NSP13,0.007106643170118332,0,0,0
6037,P61165,TMEM258,NSP13,0.002149389125406742,0,0,0
6038,P78563,ADARB1,NSP13,0.08400437235832214,0,0,0
6039,O15145,ARPC3,NSP13,0.0023504761047661304,0.0,0.006459815,0
6040,Q16543,CDC37,NSP13,0.8511741161346436,0,0,0
6041,Q08426,EHHADH,NSP13,0.011827729642391205,0,0,0
6042,P19525,EIF2AK2,NSP13,0.6991255879402161,0,0,0
6043,Q14241,ELOA,NSP13,0.05746756121516228,0,0,0
6044,Q13283,G3BP1,NSP13,0.22121207416057587,0,0,0
6045,Q9UN86,G3BP2,NSP13,0.0013582359533756971,0,0,0
6046,Q07866,KLC1,NSP13,0.012695633806288242,0,0,0
6047,Q6P597,KLC3,NSP13,0.02814733423292637,0,0,0
6048,Q9H0B6,KLC2,NSP13,0.03634582832455635,0,0,0
6049,Q9NSK0,KLC4,NSP13,0.09119466692209244,0,0,0
6050,Q9NX58,LYAR,NSP13,0.024031076580286026,0.0,0.31560518,0
6051,Q9UBU8,MORF4L1,NSP13,0.024584131315350533,0,0,0
6052,Q15014,MORF4L2,NSP13,0.014575549401342869,0.0,0.0038462870000000003,0
6053,O15226,NKRF,NSP13,0.5186069011688232,0,0,0
6054,P54727,RAD23B,NSP13,0.06637980788946152,0,0,0
6055,Q15633,TARBP2,NSP13,0.3064100742340088,0,0,0
6056,O60763,USO1,NSP13,0.12548059225082397,0,0,0
6057,Q93008,USP9X,NSP13,0.0017011278541758657,0,0,0
6058,Q96HA8,NTAQ1,NSP13,0.015333456918597221,0,0,0
6059,Q9NXS3,KLHL28,NSP13,0.00925673358142376,0,0,0
6060,P56192,MARS1,NSP13,0.28581666946411133,0,0,0
6061,A8MW99,MEI4,NSP13,0.0008787014521658421,0,0,0
6062,Q09666,AHNAK,NSP13,0.29242661595344543,0.0,0.005622838000000001,0
6063,Q96B67,ARRDC3,NSP13,0.0025345361791551113,0,0,0
6064,Q96P56,CATSPER2,NSP13,0.05409369617700577,0,0,0
6065,Q9NX63,CHCHD3,NSP13,0.037056781351566315,0,0,0
6066,Q96NS8,CLUHP3,NSP13,0.001534724491648376,0,0,0
6067,Q8N684,CPSF7,NSP13,0.02193661592900753,0.27,0.137604527,0
6068,Q96D03,DDIT4L,NSP13,5.879667878616601e-05,0,0,0
6069,Q9BQ66,KRTAP4-12,NSP13,0.007000361103564501,0,0,0
6070,Q8TE12,LMX1A,NSP13,0.3173292577266693,0,0,0
6071,Q9NR56,MBNL1,NSP13,0.00487639382481575,0,0,0
6072,A8MRT5,NPIPB5,NSP13,0.0004290364740882069,0,0,0
6073,Q9H361,PABPC3,NSP13,0.27150797843933105,0,0,0
6074,P23759,PAX7,NSP13,0.12469745427370071,0,0,0
6075,Q96AQ6,PBXIP1,NSP13,0.0457993820309639,0,0,0
6076,Q9NP87,POLM,NSP13,0.15184232592582703,0,0,0
6077,Q9BRQ0,PYGO2,NSP13,0.0002717962779570371,0,0,0
6078,Q9NTJ5,SACM1L,NSP13,0.1313195824623108,0,0,0
6079,P50453,SERPINB9,NSP13,0.002347384113818407,0,0,0
6080,Q9BXI2,SLC25A2,NSP13,8.102835272438824e-05,0,0,0
6081,P17023,ZNF19,NSP13,0.00030313435127027333,0,0,0
6082,Q7Z3I7,ZNF572,NSP13,0.002341527957469225,0,0,0
6083,Q8WWN8,ARAP3,NSP13,0.000198398221982643,0,0,0
6084,Q9Y2M5,KLHL20,NSP13,0.0027720541693270206,0,0,0
6085,P49765,VEGFB,NSP13,0.0002982389705721289,0,0,0
6086,Q9BXI9,C1QTNF6,NSP13,0.0020945370197296143,0,0,0
6087,Q6IC83,C22ORF42,NSP13,0.005091765895485878,0,0,0
6088,Q2TAC2,CCDC57,NSP13,0.007588016800582409,0,0,0
6089,Q9BV73,CEP250,NSP13,0.06003308296203613,1.0,0.9907178329999999,0
6090,P53675,CLTCL1,NSP13,0.0007638020324520767,0,0,0
6091,Q9Y2V7,COG6,NSP13,0.549079179763794,0,0,0
6092,Q08379,GOLGA2,NSP13,0.21279795467853546,1.0,0.952311087,0
6093,A6NEM1,GOLGA6L9,NSP13,0.04185384511947632,0,0,0
6094,Q9Y6K9,IKBKG,NSP13,0.8138561844825745,0,0,0
6095,O60229,KALRN,NSP13,0.24872137606143951,0,0,0
6096,P52954,LBX1,NSP13,0.0006521971663460135,0,0,0
6097,Q9Y6D9,MAD1L1,NSP13,0.13286632299423218,0.33,0.363185958,0
6098,Q5JR59,MTUS2,NSP13,0.1859465390443802,0,0,0
6099,A8MTQ0,NOTO,NSP13,0.0004600738175213337,0,0,0
6100,Q04864,REL,NSP13,0.37781259417533875,0,0,0
6101,Q92546,RGP1,NSP13,0.013060430996119976,0,0,0
6102,P0DJD0,RGPD1,NSP13,0.026836564764380455,0,0,0
6103,Q15427,SF3B4,NSP13,0.4864364266395569,0,0,0
6104,Q96R06,SPAG5,NSP13,0.000436134374467656,0,0,0
6105,Q8N0X7,SPART,NSP13,0.018358614295721054,0,0,0
6106,Q96N21,TEPSIN,NSP13,0.0017878822982311249,0,0,0
6107,Q13077,TRAF1,NSP13,0.8198832273483276,0,0,0
6108,Q12933,TRAF2,NSP13,0.8465741872787476,0,0,0
6109,Q92844,TANK,NSP13,0.4986144006252289,0,0,0
6110,P14373,TRIM27,NSP13,0.6805048584938049,0.64,0.235249483,0
